"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded date","Precuration date","Disease entity assigned date","Precuration Complete date","Curation Provisional date","Curation Approved date","Recuration assigned date","Retired Assignment date","Published date",Classification,Created,"GCI UUID"
ASS1,"Aminoacidopathy GCEP","Jenny Goldstein",MONDO:0008988,2019-02-06,,,,2020-05-22,2018-12-27,,,2020-05-22,Definitive,"2019-02-06 21:22:49",55b01a73-08d9-4e28-b5a3-0ea21b403db3
CFTR,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
HTT,"General GCEP",,MONDO:0007739,2019-02-12,,,,2021-11-05,2021-11-08,,,2021-12-08,Definitive,"2019-02-12 21:08:45",5134e29c-b963-4e4c-b157-b3b5cfb6ef25
HBB,"General GCEP","Justyne Ross",MONDO:0018023,2019-02-12,,,,2023-07-26,,,,,Definitive,"2019-02-12 21:08:45",1fdc5784-f4ed-4871-a8a0-6c95b4207625
SMN1,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
ANK1,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
GALT,"General GCEP",,MONDO:0018116,,,,2020-04-09,2020-04-30,2022-06-03,,,2022-07-01,Definitive,"2019-02-12 21:08:45",40a6feb7-bff2-4212-a548-d5f44c61e400
USP9Y,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
ATXN1,"UNC Biocuration Core",,,,,,2020-05-12,2020-05-20,,,,,,"2019-02-12 21:08:45",
DMPK,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
ADA,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
SOD1,"UNC Biocuration Core",,MONDO:0005144,,2019-03-07,,2021-05-24,,,,2021-05-24,,,"2019-02-12 21:08:45",
SLC5A1,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
OCA2,"General GCEP","Taylor Bingaman",MONDO:0008746,2019-02-12,,,,,2021-08-25,,,2021-11-18,,"2019-02-12 21:08:45",
PHEX,"UNC Biocuration Core","May Flowers",MONDO:0010619,2019-02-12,,,2019-05-16,2019-07-31,,,,,Definitive,"2019-02-12 21:08:45",ffa2c008-601a-4f19-a65d-bfb3794ac756
MEFV,"General GCEP","Molly Good",MONDO:0018088,,,,,2022-02-23,2022-02-23,,,2022-04-06,Definitive,"2019-02-12 21:08:45",417b72ca-51d7-4e13-9413-1cbba429aa73
IRF6,"UNC Biocuration Core",,,2019-02-12,,,,,,,,,,"2019-02-12 21:08:45",
MYOC,"UNC Biocuration Core","May Flowers",MONDO:0005338,,,,2019-05-15,2024-01-01,2022-03-17,,,2024-01-01,Definitive,"2019-02-12 21:08:45",3e2b6f9a-058d-41a5-ba9a-f99718326bbc
F8,"Hemostasis Thrombosis GCEP",,MONDO:0010602,,,,,2018-10-17,2019-07-24,,,2020-04-06,Definitive,"2019-02-15 11:59:04",55751686-bd5e-4d43-a8f2-d7954101e3db
F9,"Hemostasis Thrombosis GCEP",,MONDO:0010432,,,,,2023-10-24,2023-11-06,,,2023-11-06,Limited,"2019-02-15 12:00:07",c3dd501d-a057-4428-911e-018a5645a270
HNF4A,"Monogenic Diabetes GCEP","Courtney Thaxton",MONDO:0015967,,2019-01-04,2019-01-25,2019-02-14,2019-02-25,2019-02-27,,,2019-02-27,Definitive,"2019-02-25 21:39:21",f2929a2c-2207-4394-862c-575014293e96
PKD1,"UNC Biocuration Core","Megan Mayers",MONDO:0008263,,,,2019-03-12,2019-03-21,,,,,,"2019-03-21 20:43:01",
ABCG5,"Hemostasis Thrombosis GCEP",,MONDO:0008863,,,,,2020-07-14,2020-07-10,,,2020-07-14,Definitive,"2019-03-25 14:24:07",1daabe65-d9aa-4b50-90ca-88e59a482ef5
ABCG8,"Hemostasis Thrombosis GCEP",,MONDO:0008863,,,,,2020-07-14,2020-07-14,,,2020-07-14,Definitive,"2019-03-25 14:24:08",11eef4ff-9e97-4ce1-9ded-a999c371a191
ACTN1,"Hemostasis Thrombosis GCEP","Justyne Ross",MONDO:0014078,,,,2019-03-25,2020-11-25,2020-11-25,,,2020-11-25,Definitive,"2019-03-25 14:24:08",466b0d7d-2abd-4f68-abe7-4c8d80a171d1
ACVRL1,"Hemostasis Thrombosis GCEP",,MONDO:0010880,,,,,2023-01-11,2022-12-05,,,2023-01-11,Definitive,"2019-03-25 14:24:08",7cf88b0f-350b-44ef-aa07-e3c7e68d7689
ADAMTS13,"Hemostasis Thrombosis GCEP",,MONDO:0010122,,2019-03-26,,2019-04-02,2020-03-26,2020-03-26,,,2020-03-26,Definitive,"2019-03-25 14:24:08",bd05a528-fac7-494f-bcf1-ee7215b68534
ANKRD26,"Hemostasis Thrombosis GCEP",,MONDO:0008555,,,,2019-03-25,2019-04-03,2019-09-25,,,2020-04-06,Definitive,"2019-03-25 14:24:08",dd11093f-6d59-4f3f-99f9-eda43ab879dc
ANO6,"Hemostasis Thrombosis GCEP",,MONDO:0009885,,2019-04-01,,,2022-06-22,2022-06-22,,,2022-06-22,Moderate,"2019-03-25 14:24:08",1764f459-a6e0-4657-a8f3-37745312dfd3
AP3B1,"Hemostasis Thrombosis GCEP",,MONDO:0011997,,,,2019-04-02,2020-02-10,2020-03-26,,,2020-03-26,Definitive,"2019-03-25 14:24:08",909d7f7c-f6ce-4ee4-8a7d-3c8ad4659d30
AP3D1,"Hemostasis Thrombosis GCEP",,MONDO:0014885,,,,2019-04-02,2023-03-28,2023-06-07,,,2023-06-07,Moderate,"2019-03-25 14:24:09",e710224c-d551-44b9-922a-8a4d044c6294
ARPC1B,"Hemostasis Thrombosis GCEP",,MONDO:0060583,,2019-04-02,,,2020-07-27,2020-07-22,,,2020-07-27,Definitive,"2019-03-25 14:24:09",c3c7a13a-4a2a-41a9-9569-cf29b17b0982
BLOC1S3,"Hemostasis Thrombosis GCEP",,MONDO:0013560,,,,2019-05-06,2022-09-27,2022-09-28,2022-09-01,,2022-09-29,Moderate,"2019-03-25 14:24:09",bc7e2546-cd47-40b4-9088-60ef650215dd
BLOC1S6,"Hemostasis Thrombosis GCEP",,MONDO:0013606,,,,2019-05-06,2022-05-25,2022-05-25,2022-04-29,,2022-05-25,Definitive,"2019-03-25 14:24:09",e2eb35d1-3e6b-4f07-86d1-cfc57e732482
CDC42,"Hemostasis Thrombosis GCEP",,MONDO:0014757,2019-03-25,,,2021-10-11,2021-10-15,2021-10-27,,,2021-10-27,Definitive,"2019-03-25 14:24:09",3dbade2c-62e1-4c7f-86e1-f8182dc0ab61
COL5A1,"General GCEP","Justyne Ross",MONDO:0007522,,,,2020-07-27,2021-03-24,2021-03-24,,,2021-03-24,Definitive,"2019-03-25 14:24:09",7f6deb95-ef3d-423d-95a7-d24d0c78d751
CYCS,"Hemostasis Thrombosis GCEP",,MONDO:0012775,,,,2019-04-08,2021-06-23,2021-06-23,,,2021-06-23,Moderate,"2019-03-25 14:24:09",6218cb63-aec0-427e-84d0-1651bb4c2350
DTNBP1,"Hemostasis Thrombosis GCEP",,MONDO:0013559,2019-03-25,,,,2021-03-23,2021-02-24,,,2021-04-27,Definitive,"2019-03-25 14:24:10",d83f2343-af52-47a5-a686-8feb0cf278de
ENG,"Hemostasis Thrombosis GCEP",,MONDO:0008535,,,,2019-03-25,2023-08-04,2022-12-05,,,2023-08-04,Definitive,"2019-03-25 14:24:10",57c067c2-e2ee-4453-92e7-b1cc91f94500
ETV6,"Hemostasis Thrombosis GCEP",,MONDO:0014536,,,,,2019-02-21,2020-01-22,,,2020-04-06,Definitive,"2019-03-25 14:24:10",43c6a888-ffe8-4c4d-a5bc-9384e95861fa
F10,"Hemostasis Thrombosis GCEP",,MONDO:0009212,,,,,2018-12-20,2019-11-27,,,2019-12-03,Definitive,"2019-03-25 14:24:10",33ffbce7-2d1f-4a4a-9956-52b2dc94e995
F11,"Hemostasis Thrombosis GCEP",,MONDO:0012897,,,,,2019-01-07,2019-10-23,,,2020-02-07,Definitive,"2019-03-25 14:24:10",d5846d42-9bbb-4c4d-8d66-93d4cb3f635e
F13A1,"Hemostasis Thrombosis GCEP",,MONDO:0013187,,,,,2020-07-27,2020-07-22,,,2020-07-27,Definitive,"2019-03-25 14:24:10",018254c5-0d85-4ccf-834e-e665dd223501
F13B,"Hemostasis Thrombosis GCEP",,MONDO:0013190,,,,,2020-07-27,2020-07-22,,,2020-07-27,Definitive,"2019-03-25 14:24:10",1110bd64-f3e2-4a83-abb8-da3c616937cc
F2,"Hemostasis Thrombosis GCEP",,MONDO:0008559,,,,,2020-06-24,2020-06-24,,,2020-06-24,Definitive,"2019-03-25 14:24:10",df2179bd-bf53-4bb1-a84e-8dc19ffe4c32
F5,"Hemostasis Thrombosis GCEP",,MONDO:0008560,,,,,2018-09-21,2019-09-30,,,2020-04-06,Definitive,"2019-03-25 14:24:10",4a86d096-a03b-428b-9f23-95b60ad108f8
F7,"Hemostasis Thrombosis GCEP",,MONDO:0002244,,,,,2019-01-31,2019-07-24,,,2020-04-06,Definitive,"2019-03-25 14:24:10",cef342c4-cf50-4c40-9b8b-1e1e51c16de8
MPL,"Hemostasis Thrombosis GCEP",,MONDO:0011469,,,,,2020-07-22,2020-07-22,,,2020-10-27,Definitive,"2019-03-25 14:24:11",8a20422c-34ac-42ef-a045-92fbc3659db0
F9,"Hemostasis Thrombosis GCEP",,MONDO:0010604,,,,,2018-10-17,2019-05-22,,,2020-04-06,Definitive,"2019-03-25 14:24:11",151fa0db-ab8d-473f-b2d6-f30bf2eaf1b5
F12,"Hemostasis Thrombosis GCEP",,MONDO:0012526,,2019-08-28,,,2022-05-04,2022-05-25,,,2022-05-25,Moderate,"2019-03-25 14:24:11",8d3a0e57-6007-4c67-8849-92153edcfae4
FERMT3,"Hemostasis Thrombosis GCEP",,MONDO:0013016,,,2019-06-26,,2019-07-18,2019-08-28,,,2020-04-06,Definitive,"2019-03-25 14:24:11",adfa3690-e31f-4008-a916-83e4897b8eac
FGA,"Hemostasis Thrombosis GCEP",,MONDO:0018060,,,,,2020-01-08,2020-01-22,,,2020-02-10,Definitive,"2019-03-25 14:24:11",49afb3eb-50ed-4535-8727-7399406ac99e
FGB,"Hemostasis Thrombosis GCEP",,MONDO:0018060,,,,,2020-01-08,2020-01-22,,,2020-02-10,Definitive,"2019-03-25 14:24:11",66c4c7ce-5eaa-4e33-b0f6-ce6d58dae0b5
FGG,"Hemostasis Thrombosis GCEP",,MONDO:0018060,,,,,2020-01-08,2020-01-22,,,2020-02-10,Definitive,"2019-03-25 14:24:11",75b64176-5e05-4956-aead-4e6da2253cfe
FLI1,"Hemostasis Thrombosis GCEP",,MONDO:0054577,2019-03-25,,,,2021-06-14,2021-04-28,,,2021-12-10,Moderate,"2019-03-25 14:24:11",56889396-e762-445f-9897-a15dbe0deb2c
FLNA,"Hemostasis Thrombosis GCEP",,,2019-03-25,2021-03-12,,,,,,,,,"2019-03-25 14:24:11",
FYB1,"Hemostasis Thrombosis GCEP",,MONDO:0010120,,,,2019-07-22,2021-12-15,2021-12-15,,,2021-12-15,Moderate,"2019-03-25 14:24:11",632da561-fe66-4b65-adb4-8dad18b3ea26
GATA1,"Hemostasis Thrombosis GCEP",,MONDO:0100089,2020-04-06,,,,2020-05-13,2020-07-31,,,,,"2019-03-25 14:24:12",435fbf94-bae0-4bd2-8830-b890c1daf7d3
GFI1B,"Hemostasis Thrombosis GCEP",,MONDO:0008553,,,,,2019-11-13,2019-12-04,,,2020-04-06,Definitive,"2019-03-25 14:24:12",2137a424-36ee-463f-952a-ede68f7cc157
GGCX,"Hemostasis Thrombosis GCEP",,MONDO:0010187,2019-03-25,2021-01-11,,,2021-02-08,2021-02-24,,,2021-02-24,Definitive,"2019-03-25 14:24:12",017d7d48-db09-4ae9-aaaf-3f374cd44d51
GNE,"Hemostasis Thrombosis GCEP",,MONDO:0031447,2019-03-25,,,,2023-09-14,2022-05-25,,,2023-09-14,"No Known Disease Relationship","2019-03-25 14:24:12",98575a3c-7a18-4941-8570-530a5d44edec
GP1BA,"Hemostasis Thrombosis GCEP",,MONDO:0009276,,,,,2020-05-27,2020-05-27,,,2020-05-27,Definitive,"2019-03-25 14:24:12",bcdabe86-d2bc-4f24-9034-c750dcb0de67
GP1BB,"Hemostasis Thrombosis GCEP",,MONDO:0009276,,,,,2018-06-01,2019-04-24,,,2020-04-06,Definitive,"2019-03-25 14:24:12",8acbcb4a-e9e9-484e-a40f-0268119cd59a
GP6,"Hemostasis Thrombosis GCEP",,MONDO:0013623,,,,,2019-10-08,2019-10-23,,,2019-10-28,Definitive,"2019-03-25 14:24:12",2aad6899-ec30-4298-9538-58aeb6ecbb6f
GP9,"Hemostasis Thrombosis GCEP",,MONDO:0009276,,,,,2018-04-19,,,,2020-04-06,Definitive,"2019-03-25 14:24:12",287e977d-a71c-4a66-92f7-3d09bf12cc0b
HOXA11,"Hemostasis Thrombosis GCEP",,MONDO:0024558,2019-03-25,,,,2021-04-28,2021-04-28,,,2021-04-28,Limited,"2019-03-25 14:24:12",59e9f10b-595f-42f8-a430-dabf6fbe61e3
HPS1,"Hemostasis Thrombosis GCEP",,MONDO:0008748,,,2019-05-21,,2019-06-14,2019-06-26,,,2019-08-21,Definitive,"2019-03-25 14:24:13",b0d73d77-a58e-4cb3-af84-800f712b23d0
HPS3,"Hemostasis Thrombosis GCEP",,MONDO:0013555,,,,,2020-02-26,2020-03-26,,,2020-03-26,Definitive,"2019-03-25 14:24:13",bae78e74-a7dc-4d62-ae1a-58f19509c304
HPS4,"Hemostasis Thrombosis GCEP",,MONDO:0013556,,,,,2020-05-27,2020-05-27,,,2020-05-29,Definitive,"2019-03-25 14:24:13",12cc3ce3-d6a7-4b48-b269-0233ab163417
HPS5,"Hemostasis Thrombosis GCEP",,MONDO:0013557,2019-03-25,,,,2020-10-30,2020-10-28,,,2022-06-22,Definitive,"2019-03-25 14:24:13",a9fe2e5f-eaf4-497b-b0cb-53348c9ea411
HPS6,"Hemostasis Thrombosis GCEP",,MONDO:0013558,2019-03-25,,,,2020-11-19,2020-11-25,,,2020-11-25,Definitive,"2019-03-25 14:24:13",7a52a4f8-d446-47c7-ab07-fc4c316a2d1e
HRG,"Hemostasis Thrombosis GCEP",,MONDO:0013143,2019-03-25,,,,2021-11-30,,,,2021-12-15,,"2019-03-25 14:24:13",
ITGA2B,"Hemostasis Thrombosis GCEP",,MONDO:0100326,,,,,2019-09-04,2019-09-04,,,2020-04-06,Definitive,"2019-03-25 14:24:13",d335dbc5-548f-4849-852b-547619023f8a
ITGB3,"Hemostasis Thrombosis GCEP",,MONDO:0008552,,,,,2023-03-27,2023-04-03,,,2023-04-03,Moderate,"2019-03-25 14:24:13",e340aa17-049b-404d-97bf-26d0ef5640d3
KDSR,"Hemostasis Thrombosis GCEP",,MONDO:0033014,,,,2020-06-23,2020-06-24,2020-07-22,,,2020-10-27,Definitive,"2019-03-25 14:24:13",6f6fcb9b-97fc-494b-b84e-44917362bf38
ABCC4,"Hemostasis Thrombosis GCEP",,MONDO:0001197,2019-03-25,,,,2022-05-02,2022-05-25,,,2022-05-25,Moderate,"2019-03-25 14:24:14",e0dca7b3-c902-474b-870b-57e9cb4ad4ac
KNG1,"Hemostasis Thrombosis GCEP",,MONDO:0009234,2019-03-25,,,,2021-06-23,2021-06-23,,,2021-11-03,Definitive,"2019-03-25 14:24:14",7f97e36f-a4ab-4da6-be4f-52dce82d9e45
LMAN1,"Hemostasis Thrombosis GCEP",,MONDO:0009206,,,,2019-11-12,2019-11-13,2019-11-27,,,2020-04-06,Definitive,"2019-03-25 14:24:14",d120334c-733f-4749-a591-257576f1fde4
LYST,"Hemostasis Thrombosis GCEP",,MONDO:0008963,,,,,2020-05-27,2020-05-27,,,2020-05-29,Definitive,"2019-03-25 14:24:14",ab775b53-8891-4ea9-bdce-9804190c9a0b
MECOM,"Hemostasis Thrombosis GCEP",,MONDO:0014758,2019-03-25,,,,2021-10-22,,,,2022-04-05,,"2019-03-25 14:24:14",
MCFD2,"Hemostasis Thrombosis GCEP",,MONDO:0013331,,,,2020-05-30,2020-06-01,2020-06-24,,,2021-11-03,Definitive,"2019-03-25 14:24:14",7725525c-d88a-4edd-9180-fb8200ed5fd9
MPIG6B,"Hemostasis Thrombosis GCEP",,MONDO:0044316,,,,2019-09-18,2020-10-29,2020-10-28,,,2020-10-29,Strong,"2019-03-25 14:24:14",213ceda6-75c2-4705-989c-299682334a64
MPL,"Hemostasis Thrombosis GCEP",,MONDO:0011173,,,,,2020-07-12,2020-07-22,,,2020-10-27,Definitive,"2019-03-25 14:24:14",11949e94-6543-45a1-8d21-0405f9f1727a
NBEA,"Hemostasis Thrombosis GCEP",,,2019-03-25,,,,,,,,,,"2019-03-25 14:24:14",
NBEAL2,"Hemostasis Thrombosis GCEP",,MONDO:0007686,,,2019-05-21,2019-06-07,2019-06-14,2019-06-26,,,2020-04-06,Definitive,"2019-03-25 14:24:15",1c767179-c29a-483f-9cab-791a0e7960d4
P2RY12,"Hemostasis Thrombosis GCEP",,MONDO:0012354,2019-03-25,,,,2023-04-07,2023-04-03,,,2023-04-07,Moderate,"2019-03-25 14:24:15",aae9a1c7-cb24-49ab-8178-fd03d33cf30b
PIGA,"Hemostasis Thrombosis GCEP",,,2019-03-25,,,,,,,,,,"2019-03-25 14:24:15",
PLA2G4A,"Hemostasis Thrombosis GCEP",,MONDO:0018794,,,,,2022-05-10,2022-06-22,,,2022-06-22,Moderate,"2019-03-25 14:24:15",32062c77-1d20-40d1-ba56-8863d9420928
PLAT,"Hemostasis Thrombosis GCEP",,,2019-03-25,,,,,,,,,,"2019-03-25 14:24:15",
PLAU,"Hemostasis Thrombosis GCEP",,MONDO:0011136,2020-04-06,,,,2020-04-21,2022-01-05,,,2022-01-05,Moderate,"2019-03-25 14:24:15",1cf89c2e-97d6-4b26-a151-bbd3ae9a5859
PLG,"Hemostasis Thrombosis GCEP",,MONDO:0009009,,,,,2019-09-23,2019-10-23,,,2019-10-25,Definitive,"2019-03-25 14:24:15",3203c155-f27a-4ba1-beae-3829ef8b5af8
PROC,"Hemostasis Thrombosis GCEP",,MONDO:0019145,,,,,2020-01-10,2020-01-22,,,2020-03-10,Definitive,"2019-03-25 14:24:15",e752b583-dadf-4d6e-ac96-af37c0806845
PROS1,"Hemostasis Thrombosis GCEP",,MONDO:0019144,,,,,2019-12-26,2020-01-22,,,2020-03-10,Definitive,"2019-03-25 14:24:15",4223e14f-822e-4837-a930-cf5c3dd3781f
PTPN11,"Hemostasis Thrombosis GCEP",,,2019-03-25,,,,,,,,,,"2019-03-25 14:24:15",
RASGRP2,"Hemostasis Thrombosis GCEP",,MONDO:0014386,,,,2019-08-15,2019-09-03,2019-09-27,,,2020-04-06,Definitive,"2019-03-25 14:24:16",10d0b7cf-a9b1-4dcf-922b-14a20a9bbc32
RBM8A,"Hemostasis Thrombosis GCEP",,MONDO:0010121,,,,2020-03-31,2020-04-02,2020-05-15,,,2020-05-18,Definitive,"2019-03-25 14:24:16",faee03aa-326e-4d79-8ac8-69274eeef8a8
SERPINC1,"Hemostasis Thrombosis GCEP",,MONDO:0013144,,,,2020-01-28,2020-01-30,2020-03-26,,,2020-03-26,Definitive,"2019-03-25 14:24:16",9d3e8e25-450e-4498-866d-3325ba7a7c7a
SERPIND1,"Hemostasis Thrombosis GCEP",,MONDO:0012876,2019-03-25,,,2020-11-03,2020-11-06,2020-11-18,,,2020-12-02,Definitive,"2019-03-25 14:24:16",fef8c305-d6f1-4279-b37f-698bd45075fe
SERPINE1,"Hemostasis Thrombosis GCEP",,MONDO:0013227,2019-03-25,,,,2023-10-30,2021-01-05,,,2021-11-03,Definitive,"2019-03-25 14:24:16",89351276-07e3-484b-a373-e1be427fe372
SERPINF2,"Hemostasis Thrombosis GCEP",,MONDO:0009883,,,,2020-08-14,2020-09-24,2020-09-23,,,2020-09-24,Definitive,"2019-03-25 14:24:16",3ffd8d95-1a24-42c8-a413-8caca51c6b1c
SLFN14,"Hemostasis Thrombosis GCEP",,MONDO:0014830,2019-03-25,,,,2022-05-27,2022-05-25,,,2022-06-15,Moderate,"2019-03-25 14:24:16",83f36879-de78-46f3-9bc3-28d4800ee56d
SMAD4,"Hemostasis Thrombosis GCEP",,MONDO:0008278,2019-03-25,,,,2023-02-22,2023-04-18,,,2023-06-07,Definitive,"2019-03-25 14:24:16",50644a1d-298c-40d2-956e-5bb2e989d17d
SRC,"Hemostasis Thrombosis GCEP",,MONDO:0014837,,,,2019-12-16,2022-06-22,2022-06-22,,,2022-06-22,Limited,"2019-03-25 14:24:17",9a000516-2516-4e60-bd85-c157499533be
STIM1,"Hemostasis Thrombosis GCEP",,MONDO:0008497,,,,,2020-04-24,2020-04-27,,,2020-04-27,Definitive,"2019-03-25 14:24:17",db58f91e-2073-477c-8985-20fb1cc8debc
TBXA2R,"Hemostasis Thrombosis GCEP",,MONDO:0001197,2019-03-25,,,,2023-03-27,2023-04-05,,,2023-06-07,Moderate,"2019-03-25 14:24:17",04d3923b-d576-4299-a96f-33bf56af0431
TBXAS1,"Hemostasis Thrombosis GCEP",,MONDO:0009274,2019-03-25,,,2020-10-15,2023-05-26,2023-06-07,,,2023-06-07,Strong,"2019-03-25 14:24:17",1f76f69e-e2b9-449c-be52-dceac4019329
THBD,"Hemostasis Thrombosis GCEP",,MONDO:0013775,2019-03-25,,,,2021-10-30,2021-10-27,,,2021-12-10,Limited,"2019-03-25 14:24:17",ac1e9808-5701-4782-a7a8-da9a52cddad8
THPO,"Hemostasis Thrombosis GCEP",,MONDO:0008554,2019-03-25,,,,,,,,2022-03-29,,"2019-03-25 14:24:17",
TUBB1,"Hemostasis Thrombosis GCEP",,MONDO:0800047,2019-03-25,,,,2022-10-10,2019-10-23,,,2022-10-10,Definitive,"2019-03-25 14:24:17",4f8193d1-dd46-4741-8202-574e14bded9d
VIPAS39,"Hemostasis Thrombosis GCEP",,MONDO:0013255,2019-03-25,,,2020-11-16,2021-02-12,2020-12-16,,,2021-02-12,Definitive,"2019-03-25 14:24:17",399691f6-1b94-440d-96ff-cfb17d322727
VKORC1,"Hemostasis Thrombosis GCEP",,MONDO:0011837,,,,,2023-03-27,2023-06-07,,,2023-06-07,Moderate,"2019-03-25 14:24:17",9d7ad9bc-1435-44a1-8c45-9c8599c29204
VPS33B,"Hemostasis Thrombosis GCEP",,MONDO:0008822,2019-03-25,,,2021-02-12,2021-02-25,2021-03-24,,,2021-03-24,Definitive,"2019-03-25 14:24:17",f92c5c0c-cd10-400d-9123-71ff42c04754
VWF,"Hemostasis Thrombosis GCEP",,MONDO:0019565,,,,,2020-09-18,2020-09-23,,,2020-10-27,Definitive,"2019-03-25 14:24:18",583d9f85-0700-48ca-8e64-e8e1d0acac39
WAS,"Hemostasis Thrombosis GCEP","Justyne Ross",,2019-03-25,2021-09-22,,,,,,,,,"2019-03-25 14:24:18",
CASR,"UNC Biocuration Core",,,2019-03-25,,,,,,,,,,"2019-03-25 14:29:40",
ANGPTL3,"UNC Biocuration Core",,,2019-03-25,,,,,,,,,,"2019-03-25 14:30:48",
LDLRAP1,"UNC Biocuration Core",,,2019-03-25,,,,,,,,,,"2019-03-25 14:32:21",
SLC7A9,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0009067,2019-03-25,,2019-06-12,,2020-04-24,2020-06-29,,,2020-06-29,Definitive,"2019-03-25 14:33:42",bedd99bb-f226-43f3-9c75-583e41e83b13
SLC3A1,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0009067,2019-03-25,,,2019-06-12,2020-04-24,2020-06-29,,,2020-06-29,Definitive,"2019-03-25 14:34:34",e3174df2-5032-4644-9e22-529d8883868e
F2,"Hemostasis Thrombosis GCEP",,MONDO:0013361,,,,,2020-06-24,2020-06-24,,,2020-06-24,Definitive,"2019-03-26 09:33:33",f7ec4670-b45d-4ed4-a177-60f135756dd6
F5,"Hemostasis Thrombosis GCEP",,MONDO:0009210,,,,,2020-03-11,2020-03-26,,,2020-03-26,Definitive,"2019-03-26 09:33:58",613ebd0a-7cb7-4e62-8eb1-80a169197ef9
GP1BA,"Hemostasis Thrombosis GCEP",,MONDO:0008332,,,,2020-04-27,2020-05-27,2020-05-27,,,2020-05-27,Definitive,"2019-03-26 09:34:19",dca5eced-992a-4ed3-9f17-b920aef83013
ITGA2B,"Hemostasis Thrombosis GCEP",,MONDO:0008552,,,,,2023-10-23,2023-11-06,,,2023-11-06,Definitive,"2019-03-26 09:34:54",177ecff4-91e6-4202-aef9-127f91ba6df5
ITGB3,"Hemostasis Thrombosis GCEP",,MONDO:0100326,,,,,2019-08-28,2019-08-28,,,2020-04-06,Definitive,"2019-03-26 09:36:07",962c438f-afe7-4886-b043-64c315c9596f
MMACHC,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0010184,,,,2019-03-26,2020-04-24,2020-06-29,,,2020-06-29,Definitive,"2019-03-26 09:43:18",28f9257d-fd49-4467-b2fe-88b38feb726c
GCK,"Monogenic Diabetes GCEP","Megan Mayers",MONDO:0015967,,,,2019-04-02,2020-05-13,2020-05-13,,,2020-06-09,Definitive,"2019-04-26 12:59:17",096da63a-72ef-4afd-a384-f5bc877122e8
INS,"Monogenic Diabetes GCEP","Megan Mayers",MONDO:0015967,,,,,2020-05-06,2020-05-13,,,2020-06-09,Definitive,"2019-04-26 14:42:47",a6c44e9c-420e-459b-8986-ce6755b207cc
CDX2,NHGRI,,,,,,,,,,2019-05-01,,,"2019-05-01 14:29:55",
RPE65,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0018998,,,,,2020-04-06,2019-05-07,,,,Definitive,"2019-05-07 15:29:54",7a4c25e6-ae9d-4b5e-8ea1-4a26c13b6464
RPE65,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0019200,,,,,2020-04-06,2019-05-07,,,,Moderate,"2019-05-07 15:29:54",835b799d-f8b5-4afc-bb2a-54dd683caba8
PKD1,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0008263,,,,2019-05-07,,2019-05-07,,,,,"2019-05-07 15:29:54",
PKD2,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0004691,,,,2019-05-07,2023-06-29,2023-12-08,,,2021-02-26,Moderate,"2019-05-07 15:29:55",45802e0e-b9cd-4012-937a-7baa958f2ead
EVC,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0009162,,,,,,2019-05-07,,,,,"2019-05-07 15:29:55",
EVC2,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0009162,,,,,,2019-05-07,,,,,"2019-05-07 15:29:55",
GNPTG,"Lysosomal Disease GCEP","Jenny Goldstein",MONDO:0009652,,,,2019-05-07,2023-06-26,2023-01-02,,,2023-06-26,Definitive,"2019-05-07 15:29:55",1b2aecbe-1383-45e9-acbd-c0a1757041bd
MANBA,"Lysosomal Disease GCEP","Marina DiStefano",MONDO:0009562,2019-05-07,,,2019-05-07,2022-08-01,2022-08-02,,,2022-09-29,Definitive,"2019-05-07 15:29:56",f53cae06-e5d6-4e85-9233-7490cc242418
ABHD5,"Lysosomal Disease GCEP","Marina DiStefano",MONDO:0010155,,,,2019-05-07,2022-08-02,2022-08-02,,,2022-09-29,Definitive,"2019-05-07 15:29:56",60a958db-c431-4e07-88ce-81d6575c9ebf
LMNB2,"Broad-Geisinger Biocuration Core","Marina DiStefano",MONDO:0012104,,,,2019-05-07,,,,,,,"2019-05-07 15:29:56",9bc02462-ae0f-432f-bd0c-4d44081f31fc
